,smiles,labels_0,labels_1,seed_1010_split,seed_1111_split,seed_1212_split,seed_1313_split,seed_1414_split,seed_1515_split,seed_1616_split,seed_1717_split,seed_1818_split,seed_1919_split
500,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C,1,0,0,1,0,1,2,0,0,0,2,0
501,C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CC[NH2+]CC4,1,0,0,0,0,0,0,0,2,0,0,0
502,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([NH+](CCO2)Cc3[nH]c(=O)[nH]n3)c4ccc(cc4)F,1,0,0,0,0,0,0,0,0,0,0,0
503,C[C@H](c1cccc2c1cccc2)[NH2+]CCCc3cccc(c3)C(F)(F)F,1,0,0,2,2,0,0,2,0,2,1,0
504,C[C@H](Cc1cc2c(c(c1)C(=O)N)N(CC2)CCCO)[NH2+]CCOc3ccccc3OCC(F)(F)F,1,0,0,0,0,0,0,0,2,0,0,0
505,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,1,0,0,0,0,2,0,0,0,0,0,0
506,C[C@H](Cc1ccc(cc1)OC)[NH2+]C[C@@H](c2ccc(c(c2)NC=O)O)O,1,0,0,0,0,0,1,2,0,0,2,1
507,C[C@H](Cc1ccccc1)[NH+](C)CC#C,1,0,0,0,1,1,0,0,0,0,2,0
508,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,0,0,0,0,0,0,0,2,0,1,0
509,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,0,0,0,0,0,0,0,0,2,0,0
510,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,0,1,0,0,0,1,0,2,0,1,0,0
511,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,1,0,2,0,1,0,0,0,0,2,0,0
512,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,1,0,1,1,0,0,0,0,0,0,0,0
513,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)([O-])[O-],1,0,0,2,0,1,0,1,0,2,0,0
514,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,1,0,0,1,0,2,0,0,0,0,0,2
515,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)[O-])O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)[NH3+])O,1,0,1,0,0,0,0,1,0,0,0,1
516,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)NC(=[NH2+])N)O)NC(=[NH2+])N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)[NH2+]C)(C=O)O,1,0,0,0,0,0,0,1,0,0,0,0
517,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O,1,0,0,0,0,0,0,0,1,1,0,0
518,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)[O-])/c2csc(n2)N,1,0,0,1,0,0,0,0,0,0,0,1
519,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)[O-])O)CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)CO)O)O)(C)[NH3+])O,1,0,0,0,1,0,2,0,1,0,0,0
520,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,0,1,0,0,0,0,0,0,0,0,2,0
521,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,0,1,0,0,0,0,0,0,0,0,0,0
522,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)C)O)[NH3+])O,1,0,0,0,0,0,0,0,0,0,1,0
523,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O,1,0,0,0,2,1,0,0,0,0,2,0
524,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5ccccc5C4=O)[O-])(C(=O)C)O)[NH3+])O,1,0,0,0,0,0,0,0,0,1,0,0
525,C[C@H]1[C@H](O1)P(=O)([O-])[O-],1,0,2,0,0,0,0,1,0,0,0,0
526,C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O,1,0,0,0,0,2,0,0,2,0,0,1
527,C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-],1,0,1,0,0,0,1,0,0,0,1,1
528,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,1,0,2,0,0,0,0,0,0,0,0,1
529,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,1,0,0,0,0,0,0,0,2,0,0,0
530,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,1,0,0,0,0,0,0,0,0,0,2,0
531,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)OC(=O)C,1,0,0,0,0,0,0,0,0,0,0,0
532,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1,0,0,0,0,0,0,2,0,0,0,1
533,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O,1,0,1,0,0,0,0,0,0,0,2,1
534,C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,2
535,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,1,0,1,0,0,2,0,0,0,0,0,0
536,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)OC(=O)c5ccccc5)C)O)F)C,1,0,1,0,0,0,0,0,0,0,0,1
537,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,1,0,0,0,0,0,0,0,0,0,2,0
538,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,1,0,1,1,0,0,2,0,2,1,0,1
539,C[C@H]1C[NH+](CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)[O-],1,0,0,0,0,1,0,0,0,0,0,0
540,C[C@H]1CCC=C([C@]12CC[C@H](C2)C(=C)C)C,1,0,0,0,0,0,0,0,0,0,1,0
541,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](C(C)C)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O,0,1,0,0,0,0,1,0,0,0,0,0
542,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CC[NH+](CC4)C)F)C(=O)[O-],1,0,0,0,0,0,0,0,0,0,0,0
543,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,1,0,0,0,0,0,1,1,0,0,0,0
544,C[N+](C)(C)CC(=O)[O-],1,0,0,0,0,1,0,0,0,0,0,0
545,C[N+](C)(C)CCCCCC[NH2+]CC=C,1,0,0,0,0,2,0,2,0,0,1,2
546,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1,0,0,0,0,0,0,0,0,0,1,0
547,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,1,0,0,0,1,0,0,0,2,0,0,0
548,C[N+](C)(C)CCOC(=O)N,1,0,1,0,0,0,1,0,0,0,0,0
549,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c3c1cccc3)C4c5ccccc5-c6c4cccc6,1,0,1,0,2,0,0,0,0,0,0,0
550,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(c4cccs4)(c5cccs5)O)C,1,0,0,2,2,0,0,0,2,1,2,0
551,C[N+]1(C2CCC1CC(C2)OC(=O)C(c3ccccc3)O)C,1,0,0,0,0,0,0,0,0,0,0,0
552,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O)CC6CC6,1,0,0,0,2,2,0,0,0,1,0,0
553,C[N+]1(CCC(=C(c2ccccc2)c3ccccc3)CC1)C,1,0,0,0,0,0,1,0,0,0,0,0
554,C[N+]1(CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O)C,1,0,0,1,0,0,1,2,0,0,0,0
555,C[N+]1(CCc2cc(c(c(c2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCc5cc(c(c(c5[C@@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)OC)C,1,0,0,0,0,0,0,1,0,1,0,0
556,C[N+]1(CCc2cc(c(cc2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCc5cc(c(cc5[C@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)C,1,0,2,0,0,0,0,0,0,0,0,0
557,C[N+]1(CCc2cc(c(cc2C1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCc5cc(c(cc5C4Cc6ccc(c(c6)OC)OC)OC)OC)C,1,0,0,0,0,0,1,2,0,0,0,1
558,C[N+]1(CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)OC)(C)C)OC)C,1,0,2,0,0,1,0,0,0,0,1,0
559,C[N+]1(CCCC(C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,1,0,0,0,0,0,1,0,0,1,0,0
560,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)[O-],1,0,1,0,0,0,0,0,0,0,0,0
561,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,1,0,0,0,2,0,0,0,0,0,0,0
562,C[N+]1(CCN(CC1)CC(c2ccccc2)(C3CCCCC3)O)C,1,0,0,0,0,0,0,0,0,0,0,0
563,C[N+]12CCC(CC1)C(C2)OC(=O)C(c3ccccc3)(c4ccccc4)O,1,0,1,0,0,0,1,0,0,0,0,0
564,C[n+]1cccc(c1)OC(=O)N(C)C,1,0,0,0,0,0,0,1,2,1,0,0
565,C[n+]1ccccc1/C=N/O,1,0,0,0,1,2,0,1,2,0,0,0
566,C[N@@+]1(CCc2cc(c(cc2[C@H]1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCc5cc(c(cc5[C@H]4Cc6ccc(c(c6)OC)OC)OC)OC)C,1,0,1,0,0,0,0,0,0,0,0,2
567,C[NH+](C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)c4cccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)[O-])[O-])O,1,0,0,0,1,0,0,0,0,0,0,0
568,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3[C@@H](c4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)[O-])[O-])Cl)O,1,0,1,0,0,0,0,0,0,0,0,0
569,C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,1,0,0,0,2,0,1,2,0,0,2,0
570,C[NH+](C)CC(c1ccc(cc1)O)C2(CCCCC2)O,1,0,2,2,0,0,0,0,1,2,1,0
571,C[NH+](C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,1,0,0,0,1,0,0,1,0,0,0,0
572,C[NH+](C)CC/C=C\1/c2ccccc2COc3c1cc(cc3)CC(=O)[O-],1,0,0,0,0,0,0,0,0,0,0,0
573,C[NH+](C)CC/C=C\1/c2ccccc2Sc3c1cc(cc3)Cl,1,0,0,0,0,2,0,1,0,0,0,1
574,C[NH+](C)CC[C@@H](c1ccc(cc1)Br)c2ccccn2,1,0,0,0,0,1,1,0,0,0,0,0
575,C[NH+](C)CCC(c1ccc(cc1)Br)c2ccccn2,1,0,0,0,0,0,0,0,0,0,0,0
576,C[NH+](C)CCC(c1ccc(cc1)Cl)c2ccccn2,1,0,0,0,0,0,0,2,0,0,0,0
577,C[NH+](C)CCC(c1ccccc1)(c2ccccc2Cl)O,1,0,0,0,0,0,0,0,0,0,0,0
578,C[NH+](C)CCC(c1ccccc1)c2ccccn2,1,0,0,0,0,2,2,0,0,0,0,1
579,C[NH+](C)CCc1c[nH]c2c1cc(cc2)C[C@H]3COC(=O)N3,1,0,0,1,2,2,1,0,0,0,0,0
580,C[NH+](C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3,1,0,0,0,0,0,0,0,2,0,2,0
581,C[NH+](C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3,1,0,0,0,0,0,0,0,0,2,0,0
582,C[NH+](C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,1,0,0,0,0,0,0,0,0,0,1,1
583,C[NH+](C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,1,0,0,1,0,0,0,0,0,1,0,0
584,C[NH+](C)CCC=C1c2ccccc2CCc3c1cccc3,1,0,0,0,0,0,0,0,0,0,0,0
585,C[NH+](C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,1,0,0,2,0,0,0,0,1,0,0,0
586,C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,1,0,0,0,0,0,0,0,0,0,1,0
587,C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)C(F)(F)F,1,0,0,0,1,0,0,2,0,1,0,0
588,C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,1,0,2,0,0,0,0,0,0,0,0,2
589,C[NH+](C)CCCN1c2ccccc2Sc3c1cccc3,1,0,1,0,0,1,0,0,2,0,1,1
590,C[NH+](C)CCN(Cc1ccc(cc1)OC)c2ccccn2,1,0,0,0,0,0,0,2,1,0,0,0
591,C[NH+](C)CCN(Cc1ccccc1)c2ccccn2,1,0,0,0,0,0,2,2,0,0,0,0
592,C[NH+](C)CCn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4csc(n4)N)SC2)C(=O)[O-],1,0,0,0,0,1,0,2,0,0,0,2
593,C[NH+](C)CCOC(c1ccc(cc1)Cl)c2ccccn2,1,0,0,0,0,0,0,0,0,0,0,0
594,C[NH+](C)CCOC(c1ccccc1)c2ccccc2,1,0,1,2,0,0,0,0,0,0,0,0
595,C[NH+](C)CCOC(=O)C(c1ccccc1)C2(CCCC2)O,1,0,2,0,0,0,1,1,0,0,0,1
596,C[NH+](C)CCOc1ccc(cc1)/C(=C(/CCCl)\c2ccccc2)/c3ccccc3,1,0,0,0,0,0,0,0,0,0,0,0
597,C[NH+](C)CCOc1ccc(cc1)CNC(=O)c2cc(c(c(c2)OC)OC)OC,1,0,0,0,0,0,0,0,0,0,0,0
598,C[NH+](C/C=C/c1ccccc1)Cc2cccc3c2cccc3,1,0,0,2,1,0,0,0,0,1,0,1
599,C[NH+](CC#C)Cc1ccccc1,1,0,0,2,2,2,0,0,0,0,0,0
600,C[NH+](CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,1,0,0,0,0,0,0,0,0,0,0,0
601,C[NH+](CCCl)CCCl,1,0,0,1,0,1,0,2,0,0,0,0
602,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,1,0,0,0,2,0,1,2,2,2,1,0
603,C[NH+]1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4,1,0,2,0,0,0,0,1,1,2,0,0
604,C[NH+]1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,1,0,0,0,0,0,0,0,0,0,1,2
605,C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,1,0,1,0,2,0,0,0,1,0,0,0
606,C[NH+]1C[C@@H]2c3ccccc3Oc4ccc(cc4[C@H]2C1)Cl,1,0,0,0,0,2,0,0,0,2,0,1
607,C[NH+]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O,1,0,0,1,0,0,2,0,0,0,0,0
608,C[NH+]1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4c3cc(cc4)OC,1,0,2,0,0,0,0,0,1,0,0,2
609,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,1,0,0,0,0,0,2,0,0,0,0,0
610,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,1,0,1,0,0,1,0,0,0,0,0,0
611,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,1,0,0,0,1,1,0,0,0,0,0,0
612,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,1,0,2,0,0,0,0,0,1,1,1,1
613,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O,1,0,0,0,0,0,1,0,0,0,0,0
614,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC,1,0,0,0,0,0,0,0,0,0,1,0
615,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,1,0,0,0,0,2,2,0,0,0,0,2
616,C[NH+]1CCC(C1)CN2c3ccccc3Sc4c2cccc4,1,0,2,0,0,0,0,0,0,0,1,0
617,C[NH+]1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,1,0,0,0,0,0,1,0,0,0,2,0
618,C[NH+]1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1,1,0,0,0,0,1,0,0,0,0,0,0
619,C[NH+]1CCC(=C2c3ccccc3CCc4c2nccc4)CC1,1,0,0,0,0,2,2,0,0,0,2,0
620,C[NH+]1CCC(=C2c3ccccc3CCn4c2[nH+]cc4C=O)CC1,1,0,2,0,0,2,0,0,0,0,0,0
621,C[NH+]1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,1,0,0,0,0,0,0,0,0,0,0,0
622,C[NH+]1CCC(CC1)OC(c2ccccc2)c3ccccc3,1,0,0,0,0,1,0,0,0,0,0,0
623,C[NH+]1CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)O)(C)C)OC,1,0,0,0,0,0,1,0,0,2,2,0
624,C[NH+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,1,0,0,0,0,1,0,0,0,0,0,1
625,C[NH+]1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4,1,0,0,0,0,0,0,0,2,0,2,0
626,C[NH+]1CCC[C@H]1c2cccnc2,1,0,0,0,0,0,0,0,0,0,0,0
627,C[NH+]1CCCC(C1)CC2c3ccccc3Sc4c2cccc4,1,0,0,0,0,0,0,0,2,0,0,2
628,C[NH+]1CCCC(CC1)n2c(=O)c3ccccc3c(n2)Cc4ccc(cc4)Cl,1,0,0,0,0,1,0,0,0,0,0,0
629,C[NH+]1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)S(=O)C,1,0,1,1,1,1,0,1,0,0,0,0
630,C[NH+]1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)SC,1,0,0,0,0,0,2,0,0,0,0,2
631,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccccc3,1,0,0,1,0,0,1,0,1,0,0,0
632,C[NH+]1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,1,0,0,0,0,0,2,0,0,0,0,0
633,C[NH+]1CCN(CC1)C2=[NH+]c3cc(ccc3Nc4c2cccc4)Cl,1,0,0,1,0,0,0,2,2,0,0,0
634,C[NH+]1CCN(CC1)C2=[NH+]c3ccccc3Oc4c2cc(cc4)Cl,1,0,2,0,0,0,0,0,0,1,0,1
635,C[NH+]1CCN(CC1)CC/C=C\2/c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,1,0,1,0,0,0,0,0,0,1,0,0
636,C[NH+]1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,1,0,0,0,0,1,1,0,0,2,0,0
637,C[NH+]1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl,1,0,2,0,0,0,0,2,2,2,0,1
638,C[NH+]1CCN2c3c(cccn3)Cc4ccccc4C2C1,1,0,1,0,0,0,0,1,0,0,2,0
639,C[NH2+]/C(=C\[N+](=O)[O-])/NCCSCc1ccc(o1)C[NH+](C)C,1,0,2,0,0,0,0,0,1,0,0,2
640,C[NH2+][C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,1,0,1,0,0,0,2,0,0,1,0,0
641,C[NH2+][C@H]1CC[C@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,1,0,0,1,0,0,0,0,2,0,2,2
642,C[NH2+]C1(CCCCC1=O)c2ccccc2Cl,1,0,1,0,2,0,0,1,0,0,0,0
643,C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,1,0,0,0,0,1,0,0,0,1,0,0
644,C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,1,0,0,0,0,1,1,0,0,0,0,0
645,C[NH2+]C[C@@H](c1cccc(c1)O)O,1,0,0,0,1,0,0,0,1,0,0,0
646,C[NH2+]CC[C@@H](c1cccs1)Oc2cccc3c2cccc3,1,0,0,0,0,0,0,2,0,0,0,0
647,C[NH2+]CCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F,1,0,2,0,0,0,0,1,1,0,0,0
648,C[NH2+]CCCC12CCC(c3c1cccc3)c4c2cccc4,1,0,0,0,0,0,0,0,0,0,0,1
649,C[NH2+]CCCC1c2ccccc2C=Cc3c1cccc3,1,0,0,1,0,0,0,1,0,0,0,0
650,C[NH2+]CCCN1c2ccccc2CCc3c1cccc3,1,0,0,0,0,0,0,0,0,0,0,0
651,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,1,0,0,0,0,0,0,0,0,0,0,0
652,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/C2)O)O,1,0,1,2,0,0,0,0,0,1,0,0
653,CC#CCn1c2c(nc1N3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,1,0,0,0,0,0,0,0,1,1,0,0
654,CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)[O-])Cc2ccccc2)C,1,0,0,0,0,0,0,0,0,0,2,0
655,CC(C(C)(C)C)/N=C(\NC#N)/Nc1cc[nH+]cc1,1,0,0,0,0,0,0,0,0,0,2,0
656,CC(C(c1cc(ccc1OC)OC)O)[NH3+],1,0,0,1,0,0,0,0,0,0,0,0
657,CC(C(=O)[O-])O,1,0,1,0,0,0,1,1,1,0,0,0
658,CC(C(=O)c1cccc(c1)Cl)[NH2+]C(C)(C)C,1,0,1,0,0,0,0,2,0,0,0,0
659,CC(C(=O)NCC(=O)[O-])S,1,0,0,0,0,2,0,0,0,2,0,0
660,CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)N/C(=C\4/C(=C5C(=NC4=O)C=CC=C5F)N)/N3.O,0,1,0,0,0,0,0,0,1,0,1,0
661,CC(C)([C@H](C(=O)[O-])[NH3+])S,1,0,0,2,0,0,0,2,0,0,0,1
662,CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2,1,0,0,0,0,0,0,0,0,0,0,1
663,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,0,1,0,1,1,1,2,0,0,0,0,2
664,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,0,1,0,2,0,0,0,0,0,0,0,0
